79	1
80	2
3	3
66	4
81	2
69	5
82	6
83	7
84	4
85	8
71	1
23	1
71	8
71	8
81	9
86	1
87	1
74	1
88	2
23	4
89	1
3	3
90	2
91	10
92	8
4	4
23	2
93	2
94	8
95	2
96	8
97	2
23	8
70	4
98	1
12	8
99	1
66	4
100	2
47	1
33	11
93	4
101	8
102	1
93	8
33	1
94	1
103	7
8	12
104	105
70	2
106	8
107	2
45	8
68	2
23	8
85	1
102	6
88	10
108	2
66	1
23	2
33	10
101	1
109	2
107	2
110	111
112	2
33	11
93	4
71	2
94	8
108	4
107	11
113	114
23	4
86	8
80	4
115	116
98	1
81	1
65	5
81	2
117	1
118	1
93	1
81	2
84	40
45	8
48	4
119	1
120	2
100	8
100	2
121	4
62	2
122	123
65	2
124	1
125	1
108	8
107	11
12	45
1	46
119	1
71	2
106	1
96	2
54	8
33	1
126	1
100	10
48	1
77	2
127	1
125	2
1	47
100	1
128	4
33	8
33	8
129	8
130	1
131	48
132	1
127	4
125	5
45	8
107	133
66	2
1	46
106	1
134	1
94	2
135	1
136	8
134	2
52	74
74	2
83	2
137	51
9	1
96	7
61	4
23	2
86	1
61	2
138	1
98	1
77	2
49	8
3	3
139	1
12	8
33	8
33	8
1	47
23	1
140	2
127	2
93	8
62	75
141	142
23	7
12	8
102	11
95	1
76	143
119	8
4	77
23	4
63	8
144	75
109	2
145	75
54	8
23	51
139	1
3	3
69	1
135	8
98	2
23	8
146	4
146	10
94	8
94	8
119	8
94	8
147	1
77	1
4	4
148	1
134	2
108	53
149	4
10	2
109	1
92	7
150	8
98	1
